BLAST file	CP066953.1:1086813-1087433 Xanthomonas campestris pv. campestris strain 10103 chromosome, complete genome
./genomes/xopG2.versus.8284.fasta.blastn	1
./genomes/xopG2.versus.8288.fasta.blastn	1
./genomes/xopG2.versus.8290.fasta.blastn	1
./genomes/xopG2.versus.8305.fasta.blastn	1
./genomes/xopG2.versus.8708.fasta.blastn	0
./genomes/xopG2.versus.8819.fasta.blastn	1
./genomes/xopG2.versus.8891A.fasta.blastn	1
./genomes/xopG2.versus.8903A.fasta.blastn	0
./genomes/xopG2.versus.8908.fasta.blastn	1
./genomes/xopG2.versus.8909A.fasta.blastn	1
./genomes/xopG2.versus.8934A.fasta.blastn	1
./genomes/xopG2.versus.8959A.fasta.blastn	1
./genomes/xopG2.versus.8964.fasta.blastn	0
./genomes/xopG2.versus.A342.fasta.blastn	0
./genomes/xopG2.versus.AMN4_1.fasta.blastn	0
./genomes/xopG2.versus.AMN5.fasta.blastn	0
./genomes/xopG2.versus.ATCC_33913.fasta.blastn	1
./genomes/xopG2.versus.Ar1BCA1.fasta.blastn	0
./genomes/xopG2.versus.Ar1PC2.fasta.blastn	0
./genomes/xopG2.versus.B100.fasta.blastn	0
./genomes/xopG2.versus.B1459.fasta.blastn	1
./genomes/xopG2.versus.BJSJQ20200612-pXX3-4.fasta.blastn	0
./genomes/xopG2.versus.BJSJQ20200612.fasta.blastn	0
./genomes/xopG2.versus.BrA1.fasta.blastn	0
./genomes/xopG2.versus.CFBP1119.fasta.blastn	0
./genomes/xopG2.versus.CFBP12825.fasta.blastn	0
./genomes/xopG2.versus.CFBP4953.fasta.blastn	0
./genomes/xopG2.versus.CFBP4956.fasta.blastn	0
./genomes/xopG2.versus.CFBP6863.fasta.blastn	1
./genomes/xopG2.versus.CFBP6943.fasta.blastn	0
./genomes/xopG2.versus.CFBP_1121.fasta.blastn	1
./genomes/xopG2.versus.CFBP_1124.fasta.blastn	1
./genomes/xopG2.versus.CFBP_12824.fasta.blastn	0
./genomes/xopG2.versus.CFBP_1710.fasta.blastn	1
./genomes/xopG2.versus.CFBP_1712.fasta.blastn	1
./genomes/xopG2.versus.CFBP_1713.fasta.blastn	1
./genomes/xopG2.versus.CFBP_1869.fasta.blastn	0
./genomes/xopG2.versus.CFBP_4954.fasta.blastn	1
./genomes/xopG2.versus.CFBP_4955.fasta.blastn	1
./genomes/xopG2.versus.CFBP_4956.fasta.blastn	0
./genomes/xopG2.versus.CFBP_5127.fasta.blastn	0
./genomes/xopG2.versus.CFBP_5130.fasta.blastn	0
./genomes/xopG2.versus.CFBP_5241.fasta.blastn	1
./genomes/xopG2.versus.CFBP_5683.fasta.blastn	1
./genomes/xopG2.versus.CFBP_5817.fasta.blastn	0
./genomes/xopG2.versus.CFBP_6863.fasta.blastn	1
./genomes/xopG2.versus.CFBP_6865.fasta.blastn	1
./genomes/xopG2.versus.CFBP_6865R.fasta.blastn	1
./genomes/xopG2.versus.CFBP_6943.fasta.blastn	0
./genomes/xopG2.versus.CFBP_7156.fasta.blastn	0
./genomes/xopG2.versus.CFBP_8238.fasta.blastn	0
./genomes/xopG2.versus.CFBP_8242.fasta.blastn	0
./genomes/xopG2.versus.CFBP_8405.fasta.blastn	0
./genomes/xopG2.versus.CFBP_8406.fasta.blastn	0
./genomes/xopG2.versus.CFBP_9145.fasta.blastn	0
./genomes/xopG2.versus.CM6.fasta.blastn	0
./genomes/xopG2.versus.CN01.fasta.blastn	0
./genomes/xopG2.versus.CN02.fasta.blastn	0
./genomes/xopG2.versus.CN03.fasta.blastn	0
./genomes/xopG2.versus.CN05.fasta.blastn	0
./genomes/xopG2.versus.CN06.fasta.blastn	0
./genomes/xopG2.versus.CN07.fasta.blastn	0
./genomes/xopG2.versus.CN08.fasta.blastn	0
./genomes/xopG2.versus.CN10.fasta.blastn	0
./genomes/xopG2.versus.CN11.fasta.blastn	0
./genomes/xopG2.versus.CN12.fasta.blastn	0
./genomes/xopG2.versus.CN13.fasta.blastn	1
./genomes/xopG2.versus.CN14.fasta.blastn	1
./genomes/xopG2.versus.CN15.fasta.blastn	1
./genomes/xopG2.versus.CN16.fasta.blastn	1
./genomes/xopG2.versus.CN17.fasta.blastn	0
./genomes/xopG2.versus.CN18.fasta.blastn	0
./genomes/xopG2.versus.CN19.fasta.blastn	0
./genomes/xopG2.versus.CN20.fasta.blastn	0
./genomes/xopG2.versus.CS6_2.fasta.blastn	0
./genomes/xopG2.versus.CaNP1C.fasta.blastn	0
./genomes/xopG2.versus.Cf3C.fasta.blastn	0
./genomes/xopG2.versus.Cf4B1.fasta.blastn	0
./genomes/xopG2.versus.DAPP-PG_308.fasta.blastn	0
./genomes/xopG2.versus.GBBC1458.fasta.blastn	0
./genomes/xopG2.versus.GBBC_1071.fasta.blastn	0
./genomes/xopG2.versus.GBBC_1072.fasta.blastn	0
./genomes/xopG2.versus.GBBC_1073.fasta.blastn	0
./genomes/xopG2.versus.GBBC_1372.fasta.blastn	1
./genomes/xopG2.versus.GBBC_1412.fasta.blastn	0
./genomes/xopG2.versus.GBBC_1414.fasta.blastn	0
./genomes/xopG2.versus.GBBC_1415.fasta.blastn	0
./genomes/xopG2.versus.GBBC_1419.fasta.blastn	0
./genomes/xopG2.versus.GBBC_1429.fasta.blastn	0
./genomes/xopG2.versus.GBBC_1431.fasta.blastn	0
./genomes/xopG2.versus.GBBC_1456.fasta.blastn	0
./genomes/xopG2.versus.GBBC_3216.fasta.blastn	0
./genomes/xopG2.versus.GBBC_3217.fasta.blastn	0
./genomes/xopG2.versus.GBBC_3220.fasta.blastn	0
./genomes/xopG2.versus.GBBC_3226.fasta.blastn	0
./genomes/xopG2.versus.GBBC_3229.fasta.blastn	1
./genomes/xopG2.versus.GBBC_3236.fasta.blastn	0
./genomes/xopG2.versus.GBBC_820.fasta.blastn	0
./genomes/xopG2.versus.GBBC_821.fasta.blastn	0
./genomes/xopG2.versus.GSXT20191014.fasta.blastn	0
./genomes/xopG2.versus.ICMP_21080.fasta.blastn	0
./genomes/xopG2.versus.ICMP_4013.fasta.blastn	0
./genomes/xopG2.versus.IPO_3367.fasta.blastn	1
./genomes/xopG2.versus.IPO_634.fasta.blastn	0
./genomes/xopG2.versus.IPV-CT_62.4.fasta.blastn	0
./genomes/xopG2.versus.K13014.fasta.blastn	0
./genomes/xopG2.versus.LMG_00569.fasta.blastn	0
./genomes/xopG2.versus.LMG_00572.fasta.blastn	0
./genomes/xopG2.versus.LMG_00574.fasta.blastn	1
./genomes/xopG2.versus.LMG_00583.fasta.blastn	0
./genomes/xopG2.versus.LMG_07460.fasta.blastn	0
./genomes/xopG2.versus.LMG_07461.fasta.blastn	1
./genomes/xopG2.versus.LMG_07663.fasta.blastn	0
./genomes/xopG2.versus.LMG_08001.fasta.blastn	0
./genomes/xopG2.versus.LMG_08003.fasta.blastn	0
./genomes/xopG2.versus.LMG_08005.fasta.blastn	0
./genomes/xopG2.versus.LMG_08006.fasta.blastn	0
./genomes/xopG2.versus.LMG_08007.fasta.blastn	0
./genomes/xopG2.versus.LMG_08081.fasta.blastn	1
./genomes/xopG2.versus.LMG_08099.fasta.blastn	0
./genomes/xopG2.versus.LMG_08106.fasta.blastn	1
./genomes/xopG2.versus.MAFF106712.fasta.blastn	0
./genomes/xopG2.versus.MAFF301176.fasta.blastn	0
./genomes/xopG2.versus.MAFF302021.fasta.blastn	0
./genomes/xopG2.versus.MAFF_106771.fasta.blastn	0
./genomes/xopG2.versus.MBG-107.1.fasta.blastn	0
./genomes/xopG2.versus.MBG-39.2.fasta.blastn	0
./genomes/xopG2.versus.MBG-63.1.fasta.blastn	0
./genomes/xopG2.versus.NBC831.fasta.blastn	0
./genomes/xopG2.versus.NCPPB_1144.fasta.blastn	0
./genomes/xopG2.versus.NCPPB_3927.fasta.blastn	1
./genomes/xopG2.versus.NCPPB_4678.fasta.blastn	1
./genomes/xopG2.versus.NCPPB_4680.fasta.blastn	1
./genomes/xopG2.versus.NCPPB_4682.fasta.blastn	1
./genomes/xopG2.versus.NCPPB_528.fasta.blastn	1
./genomes/xopG2.versus.NSTU_AG-1.fasta.blastn	0
./genomes/xopG2.versus.SA14.fasta.blastn	0
./genomes/xopG2.versus.SB102.fasta.blastn	0
./genomes/xopG2.versus.SB113.fasta.blastn	0
./genomes/xopG2.versus.SB39_1.fasta.blastn	1
./genomes/xopG2.versus.SB47_1.fasta.blastn	0
./genomes/xopG2.versus.SB76_1.fasta.blastn	0
./genomes/xopG2.versus.SB80.fasta.blastn	0
./genomes/xopG2.versus.SO1.fasta.blastn	0
./genomes/xopG2.versus.SV5.fasta.blastn	0
./genomes/xopG2.versus.TR11.fasta.blastn	0
./genomes/xopG2.versus.TR7.fasta.blastn	1
./genomes/xopG2.versus.WHRI10003.fasta.blastn	0
./genomes/xopG2.versus.WHRI10004.fasta.blastn	0
./genomes/xopG2.versus.WHRI8960.fasta.blastn	0
./genomes/xopG2.versus.WHRI_10018A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_10018B.fasta.blastn	0
./genomes/xopG2.versus.WHRI_10019A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_10019C.fasta.blastn	0
./genomes/xopG2.versus.WHRI_10020A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_10021A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_10021B.fasta.blastn	0
./genomes/xopG2.versus.WHRI_10023A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_10024A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_10030A.fasta.blastn	1
./genomes/xopG2.versus.WHRI_10033A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_10034B.fasta.blastn	0
./genomes/xopG2.versus.WHRI_10035A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_10040.fasta.blastn	0
./genomes/xopG2.versus.WHRI_10042.fasta.blastn	0
./genomes/xopG2.versus.WHRI_10061.fasta.blastn	0
./genomes/xopG2.versus.WHRI_10062A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_10071A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_10071B.fasta.blastn	0
./genomes/xopG2.versus.WHRI_10072A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_10072B.fasta.blastn	0
./genomes/xopG2.versus.WHRI_1279A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_3811.fasta.blastn	0
./genomes/xopG2.versus.WHRI_3818A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_3819A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_3820A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_3830A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_3831A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_3832A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_3833A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_3834A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_3835A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_3836E.fasta.blastn	0
./genomes/xopG2.versus.WHRI_3843B.fasta.blastn	0
./genomes/xopG2.versus.WHRI_3844B.fasta.blastn	0
./genomes/xopG2.versus.WHRI_3845B.fasta.blastn	1
./genomes/xopG2.versus.WHRI_3846B.fasta.blastn	0
./genomes/xopG2.versus.WHRI_3849A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_3851A.fasta.blastn	1
./genomes/xopG2.versus.WHRI_3852B.fasta.blastn	1
./genomes/xopG2.versus.WHRI_3873.fasta.blastn	0
./genomes/xopG2.versus.WHRI_3874.fasta.blastn	0
./genomes/xopG2.versus.WHRI_3876_NCPPB_1043.fasta.blastn	0
./genomes/xopG2.versus.WHRI_3877_NCPPB_1645.fasta.blastn	0
./genomes/xopG2.versus.WHRI_3880.fasta.blastn	1
./genomes/xopG2.versus.WHRI_3880_NCPPB_2986.fasta.blastn	1
./genomes/xopG2.versus.WHRI_3883_NCPPB_1946.fasta.blastn	1
./genomes/xopG2.versus.WHRI_3961.fasta.blastn	0
./genomes/xopG2.versus.WHRI_3962.fasta.blastn	0
./genomes/xopG2.versus.WHRI_3964.fasta.blastn	0
./genomes/xopG2.versus.WHRI_3971A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_3972A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_3973A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_3974A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_3975A.fasta.blastn	1
./genomes/xopG2.versus.WHRI_3976A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_3978.fasta.blastn	0
./genomes/xopG2.versus.WHRI_5176.fasta.blastn	0
./genomes/xopG2.versus.WHRI_5190.fasta.blastn	0
./genomes/xopG2.versus.WHRI_5212_NCPPB_528.fasta.blastn	1
./genomes/xopG2.versus.WHRI_5219_NCPPB_2517.fasta.blastn	1
./genomes/xopG2.versus.WHRI_5482.fasta.blastn	0
./genomes/xopG2.versus.WHRI_5485.fasta.blastn	0
./genomes/xopG2.versus.WHRI_5486.fasta.blastn	1
./genomes/xopG2.versus.WHRI_5487.fasta.blastn	0
./genomes/xopG2.versus.WHRI_5489.fasta.blastn	0
./genomes/xopG2.versus.WHRI_5490.fasta.blastn	1
./genomes/xopG2.versus.WHRI_5494A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_5659.fasta.blastn	0
./genomes/xopG2.versus.WHRI_5812.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6022A.fasta.blastn	1
./genomes/xopG2.versus.WHRI_6024A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6044.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6045.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6046.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6047.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6048.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6049.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6050.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6051.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6052.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6053.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6054.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6055.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6056.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6057.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6058.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6059.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6061.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6062.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6063.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6064.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6065.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6066.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6067.fasta.blastn	1
./genomes/xopG2.versus.WHRI_6068.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6069.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6070.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6071.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6072.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6073.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6074.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6075.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6076.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6077.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6081.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6082.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6083.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6084.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6085.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6086.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6087.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6089.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6090.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6136.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6180.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6181.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6182.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6183.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6184.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6185.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6186.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6187.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6188.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6189.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6190.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6191.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6192.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6194.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6195.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6196.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6309A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6312A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6366.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6367.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6368.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6369.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6379_NCPPB_45.fasta.blastn	1
./genomes/xopG2.versus.WHRI_6380_NCPPB_404.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6381_NCPPB_529.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6382.fasta.blastn	1
./genomes/xopG2.versus.WHRI_6382_NCPPB_1711.fasta.blastn	1
./genomes/xopG2.versus.WHRI_6383_NCPPB_2857.fasta.blastn	0
./genomes/xopG2.versus.WHRI_6412.fasta.blastn	1
./genomes/xopG2.versus.WHRI_6413.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7071.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7072.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7074.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7230.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7234.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7240.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7260.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7262.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7264.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7273.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7275.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7277.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7279.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7281.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7283.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7284.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7285.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7286.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7287.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7289.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7290.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7292.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7294.fasta.blastn	0
./genomes/xopG2.versus.WHRI_738C.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7657.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7758.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7761.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7776.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7779.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7782.fasta.blastn	1
./genomes/xopG2.versus.WHRI_7787.fasta.blastn	1
./genomes/xopG2.versus.WHRI_7795.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7797.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7803.fasta.blastn	1
./genomes/xopG2.versus.WHRI_7804.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7805.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7806.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7807.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7808.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7809.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7810.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7942.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7943.fasta.blastn	0
./genomes/xopG2.versus.WHRI_7944.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8020A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8020C.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8021.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8022A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8022C.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8023A.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8023C.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8063.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8078.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8127.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8310.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8320.fasta.blastn	0
./genomes/xopG2.versus.WHRI_8322.fasta.blastn	0
